peopleNumber,collectionNumber,description,recipeIngredient,step,tip,href,title,typeTitle,difficulty,timeAssume,author,numOfComments,authorOfComments
19823,491,无,高粉&:200g$低粉&:50g$细砂糖&:30g$盐&:2g$全蛋液&:25g$南瓜泥&:50g$牛奶&:100g$酵母&:2.5g$黄油&:25g$南瓜泥&:300g$细砂糖&:25g$黄油&:40g$熟糯米粉&:10g$红枣&:null$全蛋液&:null$,* 主料除黄油外的先混合，揉出面筋后，加入黄油，揉至扩展能拉出薄膜。室温发酵至2倍大，戳指不回弹。* 用手按压面团成大片，给面团排气* 分割成10份 滚圆松驰* 南瓜泥加糖炒至糖化 水份蒸发时加入黄油，再略炒一下，加入10g 熟糯米粉 分成10份* 面团擀成椭圆形* 加入南瓜馅* 像捏包子一样，包起来，捏紧收口 朝下* 将面团略按压扁，用剪刀剪出8个剪口，二发完成后，刷上全蛋液*  红枣煎碎 压在面团中间 做南瓜柄* 180度，中层 上下火15分钟*,南瓜泥制作：南瓜去皮去瓤切片后 放容器盖保鲜膜，微波加热至熟 用勺子压成泥。,1059612,【南瓜团团小面包】--万圣节甜点第二波,万圣节,配菜(中级),1小时以上,橙色欢果,24,"$u15621762494949&:超级漂亮的啊！ $u12410101896013&:哦哦《谢谢！》$u11441936505575&:@<a href=""/u/u12410101896013.html"">小嘉嘉亲亲</a>  在配方的液体量中取一部分就可以了，不用多的，三十克也行$u12410101896013&:那水要多少啊～谢谢啊～下次我再做！$u11441936505575&:@<a href=""/u/u12410101896013.html"">小嘉嘉亲亲</a>  酵母放久了，最好活化一下，放温水化开，也可以同时给它喂点糖，激活它的活跃性$u12410101896013&:@<a href=""/u/u11441936505575.html"">橙色欢果</a>  这样吼啊～好像是哦！酵母一定要温的对吗？$u11441936505575&:@<a href=""/u/u12410101896013.html"">小嘉嘉亲亲</a>  亲爱的小嘉嘉，发酵不行考虑酵母是否失效了温湿度有没有达到，烤后不够松软考虑面团是否揉到位了？$u12410101896013&:亲爱的飞飞他妈～我想问下，为什么我面包发不起来？？$u11441936505575&:@<a href=""/u/u0473556889769.html"">半夏i</a>  萌萌嗒，哈哈！$u0473556889769&:感觉超级超级可爱哦！ $u11441936505575&:@<a href=""/u/u85041230.html"">小聪明</a>  嗯，刀口不宜过深，包馅也不能多$u86984022974496&:做的真好!.. $u99359205287651&:开个派对，过过节，一人来个南瓜包。 $u85041230&:剪了口不会露馅么.. $u1155483683011&:@<a href=""http://www.douguo.com/u/u63744312893488.html"">我不是能吃的派我是圆周率</a> 是超级漂亮的！！！！！ $u11441936505575&:@<a href=""/u/u11375292297780.html"">豆子_小T</a> 谢谢各位，大家一起玩起吧$u6498401399347&:@<a href=""http://www.douguo.com/u/u07249541137623.html"">遥野疯叶子</a> 好可爱啦~ $u10742611238248&:可爱的！$u09115298839934&:棒棒的 $u23231065&:@<a href=""http://www.douguo.com/u/u63744312893488.html"">我不是能吃的派我是圆周率</a> 是做的很像吧 $u07249541137623&:@<a href=""http://www.douguo.com/u/u63744312893488.html"">我不是能吃的派我是圆周率</a> 能表达一下，就是漂亮！ $u07249541137623&:迷你小南瓜！ $u6498401399347&:好像啊~ $u63744312893488&:做的何止漂亮，简直漂亮 "
42117,1159,无,芋头&:null$白糖&:null$面粉&:null$,* 芋头蒸熟后，捻成芋泥；* 加入白糖和适量面粉和均匀；* 平底锅小火煎熟即可。*,无,198707,炸芋饼,闽菜,配菜(中级),30-45分钟,凌尒尒,11,$u52174402613934&:真的吃不习惯$u83570018771033&:收了，有时间试试！$u55917394365760&:好难吃$u4816152285051&:放点胡椒更好吃$u55538571517711&:收走了，感谢$u73566154&:看着就很美味啊$u82214186&:真不错，多谢分享啊$u94124507&:这个搭配我喜欢。$u03348684&:喜欢这个！太爱了！$u12455944&:这个不错，值得收藏。
82346,2022,无,猪瘦肉&:300克$净荸荠片&:100克$蒜末&:3克$葱段&:15克$番茄汁&:50克$,* 先将猪瘦肉切成大约长三寸，宽一寸六分，厚四分的肉片，在每片肉面上制一分宽三分深的斜十字花刀，然后把剞上刀花的肉片切成长八分，宽五分，厚四分的斜形块* 用红曲粉，湿淀粉抓匀* 放在旺火中炸，待肉片现出似荔枝形状时，倒入漏勺沥去油* 先下蒜米再下葱段、白糖、香醇、酱油，湿淀粉调稀勾芡，翻炒几下即成．荔枝肉色泽带红，形似荔枝，质地脆嫩，酸香味佳，酸甜可口。*,荔枝肉是福州传统名菜，起自清初。已有二三百年历史。因色、形、味皆似荔枝而得名。制法是将猪瘦肉剞上十字花刀，切成斜形块。因剞的深度、宽度均匀恰当，炸后卷缩成荔枝形，佐以番茄酱、香醋、白糖、酱油等调料即成。,294,荔枝肉,闽菜,配菜(中级),15,美丽果,8,"$u61978019543091&:番茄酱呢，还有那荸荠片呢。$u58026127791944&:@<a href=""/u/u72095521413575.html"">六月姐姐</a>  是福建人用来做米酒的东西，红色的像米一样一粒粒的$u8957265580592&:荸荠片在什么时候下？$u85038504441819&:赞一个$u72095521413575&:红曲粉是什么？？$u67102128752920&:饿。。。。$u48230631550069&:香！！！有空试试。$u50052836&:我的最爱..."
16078,417,一直很怀念上学时学校里那家桂林米粉，无论是汤粉还是炒粉都特别入味，简直太香了,米粉&:适量$蒜苔&:六根$绿豆芽&:一把$培根&:三片$大蒜&:四瓣$盐&:一盐勺$酱油&:两瓷勺$,* 米粉用水泡发，蒜切末，蒜苔切小段，豆芽摘净根部。* 培根切段* 锅内热油炒培根* 放蒜末* 放蒜苔* 放豆芽* 菜类炒熟出香味放米粉。* 放酱油和盐后出锅。*,无,980578,培根炒米粉,闽菜,切墩(初级),10-30分钟,秋韵小厨,4,"$u96881225444635&:@<a href=""/u/u17692667259095.html"">Lenox</a> 是邻居给的，她是福建的。$u17692667259095&:那不是米粉啊，你是闽南的嘛？？？$u96881225444635&:@<a href=""/u/u03700437633983.html"">我是馋嘴毛</a>  不是，是大米做的，你去百度一下吧。$u03700437633983&:米粉是粉丝吗？"
13095,273,每周都会固定买一次花甲螺来吃，我对它说不上很喜欢，但是我家的人就很喜欢吃，所以周末方便买菜的时候都会买。  书上叫花蛤，我们这里都叫花甲螺,花甲螺&:500g$姜末&:5g$蒜末&:10g$葱花&:10g$料酒&:1勺$生抽&:1小勺$,* 买回来的甲螺先用清水泡半天，让它吐沙子* 花甲螺清洗干净，沥干水* 姜末5g 、蒜末10g、 葱花10g准备好* 取一口大锅，里面放入半锅水，加入几片生姜片，加入适量料酒* 大火烧开* 放入花甲螺* 煮到花甲螺全部开壳* 捞出来沥干水份* 炒锅放适量油，加入姜蒜葱花末，爆香* 放入花甲螺翻炒均匀，调入1小勺生抽炒均匀（生抽是为了增鲜，不用多放，会咸），关火装盘，上桌……*,有些人是直接爆炒的，没有焯水这一步。无奈我都是使用电磁炉，直接爆炒已经是不可能的了，这样焯过水的花甲螺，后来还可以调些生抽，味道更好`,1264421,葱爆花甲螺,闽菜,切墩(初级),10分左右,大尘zi,0,无
29634,618,两蛋，六寸红曲戚风蛋糕，一次就成功。,低粉&:45g$红曲粉&:5g$水&:30g$玉米油&:30g$鸡蛋&:2个$白砂糖&:40g$玉米淀粉&:5g$盐&:一小撮$,* 称取低粉和红曲粉。* 过筛。* 称取白砂糖和玉米淀粉，混合均匀。* 取两个鸡蛋。* 蛋清蛋黄分离。* 水和玉米油混合，用手动打蛋器打均匀，出现细小的泡泡。* 在水和玉米油的混合物里加入蛋黄。* 搅打均匀，做成蛋黄糊。* 在蛋黄糊里加入过筛的低粉和红曲粉，搅拌到没有粉粒。* 打发蛋白。分三次加入白砂糖和淀粉混合物。第一次加入。* 第二次加入。* 第三次加入。* 蛋白膏打到硬性发泡。* 取三分之一蛋白膏和蛋黄糊混合。* 用翻拌，切等手法，不要画圈圈，混合均匀。* 再把混合物倒会蛋白膏的容器中。* 混合均匀。* 蛋糕模具用油布围好，方便脱模（可跳过）。* 将蛋糊倒入模具中，用力震几下，赶出气泡。* 烤箱150°预热，烤35分钟。* 出炉，倒扣晾凉。因为有油布，所以脱模方便。* 做好的红曲戚风，不塌陷。* 内部组织完好。*,无,238695,六寸红曲戚风蛋糕,闽菜,配菜(中级),1小时以上,拾光机,12,"$u91524236828703&:忘记放盐了  看着步骤做的   没有放盐$u90454097516174&:烤蛋糕是，多少度$u90454097516174&:楼主，你为什么有用油纸烤蛋糕呢！$u81960107598586&:六寸的模具烤八寸的蛋糕可以麽$u3969568699949&:不放玉米淀粉行吗$u36753068411453&:玉米油可以换成黄油吗？求速回在线等～$u31146086729366&:盐加到哪一步去了？$u54285202635742&:@<a href=""/u/u19430853747374.html"">杨_霞</a> 是的$u19430853747374&:时间到了就立刻拿出来倒扣晾凉么？$u19685343274178&:口感是不是有点酸呢？$u85041230&:快把它变成西瓜蛋糕 $u37571242616685&:真红啊 "
56222,2129,在新西兰的中国超市可以买到这些材料，我非常知足，真是只要勤快，在哪都可以做到家乡的美食。,第一组&:0$清水&:300g$白砂糖&:160g$第二组&:null$水磨粘米粉&:300g$清水&:300g$第三组&:null$酵母粉&:5g$清水&:66g$,* 材料先准备好，最主要一定是用粘米粉，其他面粉不可以。* 第一组的水跟糖先上锅加热至白糖完全融化，待凉。* 第二组的水磨粘米粉加进水，混合均匀。* 第三组的酵母粉加水混合均匀* 糖水凉后，加入粘米粉糊里混合均匀。* 加入混合好的酵母水* 混合均匀后，盖上盖子，发酵一个多小时* 这就是发酵好的样子，很多小泡泡。* 锅里水开后，分别放入碗里，上锅隔水* 盖上盖子蒸30分钟* 蒸好的样子* 成品图* 成品图* 成品图*,无,1341485,碗仔糕白糖糕,闽菜,无,无,煜琪麻麻,34,"$u30558714873621&:@<a href=""/u/u01933807918930.html"">Tingvgiz</a> 按照步骤噢$u01933807918930&:白糖水用冷水将白糖化开行不$u58659965186704&:一直想学这个，终于找到啦$u70472085299870&:我想说大概比例是多少$u30558714873621&:@<a href=""/u/u54025031547094.html"">豆粉025031sixk</a> 不可以$u54025031547094&:可以减糖吗$u35075738736735&:发酵完后可以搅拌吗？$u67299636373052&:為什麼不夠鬆？$u59983109153606&:这个方子一次能弄出多少啊？$u62851617202950&:发酵好后不用再搅拌吗？$u46017381403553&:我 的也是水与粉分离的 发酵没有小孔 是什么原因呢$u46017381403553&:@<a href=""/u/u83980837385060.html"">forest486</a> 我 的也是水与粉分离的 发酵没有小孔 是什么原因呢$u11113914834213&:@<a href=""/u/u58557147826735.html"">甜甜圈kmta</a>  是发酵太久吧~$u11113914834213&:做得很成功~不足是~为什么会粘牙~跟外面买的不一样~$u58557147826735&:发酸，为什么$u56973858761594&:我的在锅里看着还不错，拿出来就成了米糊了……这是怎么回事？$u83980837385060&:发酵后要搅拌么？我的发酵后底下有一层粉沉淀下来的$u48157601100804&:@<a href=""/u/u30558714873621.html"">煜琪麻麻</a> 恩恩$u30558714873621&:@<a href=""/u/u57003575995962.html"">扑扑蝶</a>  没试过呢$u57003575995962&:有一步中牛奶可以代替水吗?奶糕会不会更好吃$u30558714873621&:@<a href=""/u/u45306456732331.html"">*“”與梓偕老</a> 新西兰夏天，室温20多度，发酵了一个多小时，不分离，就冒泡$u45306456732331&:那么多水，你室温多少度，发酵了几个小时？发酵的时候不水粉分离？$u30558714873621&:@<a href=""/u/u45223795102875.html"">微冷Wei</a>  不是的，是大米磨的粉$u30558714873621&:@<a href=""/u/u11392477513212.html"">珊珊宝贝6</a>  实在不行网购吧$u30558714873621&:@<a href=""/u/u88758326158735.html"">终极吃货加</a>  谢谢哦$u30558714873621&:@<a href=""/u/u52405476345854.html"">Doris婷</a>  哈哈，反正是米糕啦$u30558714873621&:@<a href=""/u/u48157601100804.html"">歪歪、wyou</a> 好吃呀$u30558714873621&:@<a href=""/u/u4014080036907.html"">小米TEH妈咪</a> 哈哈$u45223795102875&:粘米粉就是糯米粉吧？$u11392477513212&:买不到粘米粉$u88758326158735&:@<a href=""/u/u57242399258762.html"">Y豆果认证工作l</a> 太棒了$u52405476345854&:是叫做“碗粄”吗$u48157601100804&:好吃么？$u4014080036907&:不错不错  "
20347,591,无,鲜蚝&:250g$鸭蛋&:3个$葱头&:20g$薯粉&:75g$熟猪油&:150g$鱼露&:5g$味精&:1g$辣椒酱&:5g$,* 先将鲜蚝仔用清水漂洗干净，用薯粉水调匀，并将葱头切成细粒放入，同时加入味精、鱼露搅匀待用。* * * * 用旺火烧热平鼎有足够热度后，加入少许猪油，将蚝仔、粉水混和成浆状，用匙再调和后下鼎，再把鸭蛋去壳打散淋在上面，加入猪油煎，并配入辣椒酱调味，用铁勺在鼎里把蚝烙切断分块，再用勺翻转，四周加入猪油，继续煎烙，煎至上下两面酥脆，并呈金黄色，盛入盘即成，并伴上芫荽叶。*,1. 番薯粉是使蚵仔煎美味的另一个重要关键;,768917,菜男宝岛蚵仔煎,闽菜,无,无,菜男烧小菜,1,$u99887837544172&:一直好想自己动手做来着，怎么都学不会
26059,491,每个闽南人对咸饭都很熟悉，干饭稀饭，勤劳的麻麻都能把家里的简单食材做出一锅色香味俱全的美食。把饭菜一锅煮，简单便捷！特别是忙碌的日子想要节省做饭的时间，咸饭更是首选！聪明的亲们发挥你们的创造力和想像力给自己和家人做一锅美味的咸饭吧！,猪肉&:适量$芋头&:一个$胡萝卜&:一个$小鱼干&:适量$盐&:适量$老抽&:适量$料酒&:适量$生姜&:适量$蒜头&:适量$,* 芋头去皮洗净切小块，大米洗净沥干备用。* 小鱼干洗净沥干水，猪肉切丝，胡萝卜切丝，姜蒜拍碎。* 热油用姜蒜爆香，将小鱼干、肉丝、胡萝卜丝，芋头块按顺序入炒，每加一种就翻炒几下再加下一种。炒出香味后加盐，老抽调味调色。* 倒入大米继续翻炒，加入料酒炒到所有材料着色均匀后起锅倒入电饭锅，用饭勺铺平，加水没过材料即可开始煮。* 快煮模式，15分钟后就ok啦！开锅，香气扑鼻！芋头松松面面的，米粒咸香q弹。儿子吃了一大碗，连呼太好吃啦！*,1.很多人对芋头过敏，记得先带双手套，或用袋子套住手再削洗切芋头。2.今天家里没香菇所以没加，如果能把干香菇泡发后切丝，第一个下锅炒香后再加别的材料炒，那饭会更香！3.能吃五花肉的童鞋们建议用五花肉替代熟肉喔！同时稍减少用油量，米饭也会更好吃呢！4.水不要放太多，太烂不好吃喔！以亲的经验和电饭煲的不同来控制水量。,957257,闽南味道—肉丝芋头咸干饭,闽菜,切墩(初级),10-30分钟,贝妈爱厨房,8,"$u03179796943391&:@<a href=""/u/u19779009815879.html"">为你，拒绝所有</a>  嗯嗯，快上图呦！$u19779009815879&:试着做了下很简单，等会就上传$u03179796943391&:@<a href=""/u/u06612155993283.html"">橙橙鲜</a>  嗯哪，简单又好吃！$u06612155993283&:明天试下，以前在福建吃过，很好吃。$u03179796943391&:@<a href=""/u/u12220732950445.html"">sandy_bee</a>  一定要上图呦！$u12220732950445&:一定试试看$u03179796943391&:@<a href=""/u/u11005427563940.html"">①個亾妷忆</a>  哈哈，我也喜欢！$u11005427563940&:喜欢豆腐和芋头 "
7561,150,我家老头子喜欢吃金丝肉松饼，so，这款肉松饼就诞生了！,油皮&:null$面粉&:50g$水&:20g$黄油/猪油&:20g$白糖&:20g$油酥&:null$面粉&:40g$黄油/猪油&:20g$馅料&:null$绿豆沙&:200g$肉松&:60g$黄油/猪油&:40g$,* 将油皮的配料拌在一起，揉到表面光滑。放置10分钟。分出11g每个备用* 同样的，将油酥的配料揉到一起，揉到表面光滑后，分成6g每个备用* 其实馅料配料里的绿豆沙就是把绿豆煮熟粘成泥，然后加些糖（像土豆泥似的，但是绿豆得去皮，要不口感不好）。馅料的甜度吃货们可以自己调的，反正保证绿豆沙200g就好。将馅料揉均匀，分成30g每个备用* 用油皮把油酥包起来* 把皮擀开，卷起* 卷起的面团再擀开，再卷起* 将卷起的面团立起并擀开，包馅* 包馅，像包包子一样。把打褶的一面朝下放在烤盘里* 烤箱预热上下170度（5分钟）先烤20分钟（这时肉松饼会鼓起来），将肉松饼翻面，再烤15分钟，就OK啦~\(≧▽≦)/~* 本材料是10个的量，我又加了五个*,我这次做的肉松饼里的豆沙其实是失败的，我竟然拨皮的时候直接在水里把豆沙捏碎等着皮飘上来……于是乎豆沙很水……做出来的效果不理想。大家千万别学我哦，豆沙馅最好别有多余的水分。除了这个“小失误”，这款肉松饼的比例还是很正确的，期待大家的作品哦～（有现成的豆沙更好啦）,1425699,肉松饼,闽菜,切墩(初级),1小时以上,阿米豆腐~,9,"$u94921063218334&:红豆沙可以吗？$u15403772635162&:没外面卖的软糯呀$u08180230615612&:@<a href=""/u/u6633263687173.html"">美呀644933048</a> 不谢么么哒，有用就好～$u6633263687173&:@<a href=""/u/u08180230615612.html"">阿米豆腐~</a>  谢谢楼主，方子真不错！$u08180230615612&:@<a href=""/u/u40112869658088.html"">我爱芥菜</a>  绿豆沙，肉松和油，一起混合就是馅料啦，嘿嘿$u08180230615612&:@<a href=""/u/u6633263687173.html"">美呀644933048</a> 普通面粉$u40112869658088&:什么时候放肉松？没看到呢？$u6633263687173&:是用低筋面粉吗？$u59489124293340&:不错不错，期待新作哦~ "
26557,345,无,干海虾&:null$干贝&:null$墨鱼干&:null$肉丸&:null$鲍鱼&:null$白菜&:null$胡萝卜&:null$花菜&:null$粉丝&:null$,* 先说说自制肉丸的过程吧*材料：瘦肉   *辅料：生姜   蒜   鸡蛋  生抽  盐  香油   料酒   糖  胡椒粉  鸡精   紫洋葱   地瓜粉*做法：*1、瘦肉切小块放入料理机内*2、加入所有的辅料*3、加入所有的调料用料理机打至上劲* 4、继续用手摔打使其更加上劲，然后从虎口挤出丸子*5、用勺子舀入温水锅中，烧开后捞起待用* 接着开始什锦海鲜烩的制作*做法：*1、将所有干海鲜泡发，大鲍鱼去肠洗净在表面划花刀用盐和料酒腌制片刻待用*2、白菜切大块、胡萝卜切片，粉丝用冷水浸泡10分钟，花菜切小朵洗净*3、砂锅内放入排骨和所有泡发的海鲜干货，加足水烧开*4、转中小火煮一个小时左右（中间要将表面污物用勺子去除）*5、加入丸子、白菜、胡萝卜、粉丝和大鲍鱼继续煮10分钟左右*6、最后放入盐、胡椒粉调味，撒入青蒜和芹菜（这2个食材必须的，增味不可少）即可* 成品图1* 成品图2*,舞语：,1155549,【什锦海鲜烩】那些年吃过的美味传统闽菜,闽菜,配菜(中级),1小时以上,舞之灵1027,0,无
112983,1002,无,地瓜粉（番薯淀粉）&:适量$瘦肉（去皮的五花肉）&:适量$干葱头&:适量$苹果（马蹄）&:适量$腐皮&:适量$盐&:少许$五香粉&:少许$排骨酱&:少许$白糖&:少许$胡椒粉&:少许$,* 腐皮用剪刀对开剪成两片* 干葱头剥去葱衣，洗净，切成小碎块，不用切得太小* 瘦肉切丁，用刀背稍微拍松。如果使用的是五花肉要事先去皮，否则影响口感* 苹果削皮用淡盐水洗净切丁* 取一个大盆子，放入切好的干葱头、瘦肉丁、苹果丁* 在蒸屉上铺上保鲜袋防粘。以前用的是现采的香蕉叶或者是泡好的粽叶* 将地瓜粉先加一部分入盆中加入盐、胡椒粉、少许白糖调味* 五香卷的灵魂调料调料——五香粉* 加入一小勺五香粉* 能让味道升级的必杀调料——排骨酱* 加入两大勺排骨酱* 慢慢加入少量的水，拌匀。依需要再加入适量的地瓜粉扮成如图所示稠度的面糊* 取一张腐皮，再取适量面糊，摊放在腐皮上如图所示，尽量摊得均匀些* 先将底部的腐皮卷起* 再将两边的腐皮往中间折* 卷起，不要卷得太紧，但也不要卷得太松* 卷到剩下一小部分腐皮时，在未卷起的腐皮涂上少许面糊起粘黏的作用* 继续卷起，放在铺好保鲜袋的蒸屉上* 包好的五香卷备用* 锅中坐水烧开，哈哈，我请上了我家的最大的锅，蒸东西超好用* 水烧开后放入五香卷，大火蒸制15分钟* 关火，揭开锅盖，取出放凉。千万不能把五香卷闷在锅里哈~* 升级吃法：鸡蛋两个、五香卷两条备用* 五香卷切片、蛋液加盐打散* 五香卷拖蛋液* 锅内放油至油温六成热左右，下入五香卷炸至金黄即可*,1、地瓜粉的品质一定要好，闽南人很多人都会自家晒地瓜粉，用得是当季自家产的地瓜制成的好的地瓜粉。这也是五香卷好吃的关键之一。,149642,五香卷,闽菜,配菜(中级),30-45分钟,90后的小厨房,21,"$u21927220673484&:泉州有蒸啊！！！ 蒸过再炸的$u21927220673484&:哈哈 逢年过节都会做的一道特色 感觉有点繁琐 不过家里长辈做的都很好吃$u01426114736498&:五香卷是漳州 厦门 龙海 石码 一带没事，本人漳州的。五香是满街都是没见过要用蒸的，材料都有 地瓜粉 五香粉 马蹄 嫩豆腐 洋葱 鸡蛋（或鸭蛋） 三层肉  盐  味精  搅拌之后用 豆皮卷起条状 ，直接下油锅炸至金黄。一般是配手抓面沾甜辣酱或番茄酱吃。 $u78566987465686&:腐皮干的要烫下么？$u83919528361068&:在崇武吃过，难忘啊！$u85038504441819&:想学$u37659039&:@<a href=""/u/u38036751.html"">Laugh Away</a> 同感，貌似泉州、漳州一带也没有蒸过$u54551802942186&:厦门人用炸的$u72434396346248&:太好了，一直要学这个菜。终于看到模板了。$u48731700484351&:厦门五香条都是只用炸的哦！跟图片不一样$u52367937142798&:@<a href=""/u/u65435393798856.html"">鹭鹭鹭</a> 厦门有加马蹄的$cu30159014&:@<a href=""/u/u37570990570585.html"">loonloon</a> 先蒸再炸，这是程序$u37570990570585&:蛋皮，有点困难？ $u29100219358461&:只是自创的吗？很有意思 $u65435393798856&:厦门的细？？那是你没吃到正宗的吧。反正我吃到额都是很大的一条切成小块的。厦门人几乎都不加马蹄吧。。。。$u64553004789115&:我家也是先蒸后炸，厦门的好细.还是泉州的卷得粗些$u58521320660917&:油温问题，120度下料，慢火炸就不会散$u36312880&:@<a href=""/u/u38036751.html"">Laugh Away</a> 呵呵，蒸出来后再炸的。要不切开会散$u36312880&:用荸荠比较好，肉也不能全瘦肉，三层肉那种好，去皮。$u38036751&:还加苹果？这是哪里的五香卷？理解不能$u38036751&:这是什么五香卷？用蒸的？厦门人表示理解不来，我们都是用炸的"
16429,234,无,河鳗&:(500克)$淀粉(蚕豆)&:(20克)$小葱&:(5克)$姜&:(5克)$大蒜&:(5克)$香糟&:(20克)$黄酒&:(25克)$白砂糖&:(25克)$五香粉&:(1克)$咖喱&:(10克)$酱油&:(10克)$味精&:(5克)$香油&:(5克)$花生油&:(50克)$,* 将鳗鱼宰杀治净，片取肉500克切成长6 厘米、宽3 厘米的块；* 将鱼肉用酱油、味精、黄酒、白糖、香糟汁浆匀，腌渍7 分钟，加湿淀粉抓匀；* 锅置旺火上，下花生油烧至七成热时，把鳗鱼块下锅拨散炸5 分钟，滗去油；* 锅回旺火上，加入肉清汤、白糖、五香粉、咖喱粉、姜末、蒜末、葱末搅匀，与过油鳗鱼块同烧半分钟后，起锅装盘，再淋上芝麻油即成。*,无,1041170,煎糟鳗鱼,闽菜,无,无,向上少年,0,无
1870,209,新鲜……水酌原味……,新鲜鱿鱼&:自定$葱&:少许$姜&:少许$蒜&:少许$香油&:少许$盐&:少许$酱油&:少许$老陈醋&:少许$,* 刚下船新鲜⊙﹏⊙* 去黑烟……小片花下，新鲜的无须去膜。* 蒜，葱，醋，酱油，香油调和。也可芥末酱油。依个人口味* 水煮葱一根，姜片少许盐。滴少许油* 水开小烫，鲜⊙﹏⊙*,无,1073914,水酌鱿鱼片,闽菜,切墩(初级),10-30分钟,豆帝煮,2,$u89157381522905&:胃口大开$u09560067580780&:很实用 赞一个
42267,486,无,海蚌&:5个$鸡蛋&:3个$,* 海蚌五兄弟~* 海蚌用小刀撬开。*汤汁蚌肉分离。* 加入少许鸡汤，加热。*三个鸡蛋打匀。*鸡汤海蚌汁放至温热，可用手摸摸，比人的体感温度稍高点即可。*混合。* 蚌肉切丝，少许料酒生抽腌渍。* 芙蓉蛋上锅蒸。*开盖，蛋八成熟，放入海蚌。*,1：蚌肉一定要处理干净。,85829,西施舌芙蓉蛋,闽菜,配菜(中级),10-30分钟,青青鸟鸟,8,"$u09933302999786&:不是漳州，是长乐漳港的海蚌最出名$u66859978762441&:这文蛤不是海蚌$u27122442692270&:@<a href=""/u/u46507494766880.html"">axyxm123</a> 我能说是之前熬好的么？不用鸡汤的话味道会单薄很多。$u46507494766880&:哪来鸡汤啊$u02875757&:@<a href=""/u/u85041230.html"">小聪明</a> 是啊$u85041230&:@<a href='http://www.douguo.com/u/u27122442692270.html' title='青青鸟鸟'>青青鸟鸟</a> 是呀，感觉好奇妙啊$u27122442692270&:@<a href='/u/u85041230.html' title='小聪明'>小聪明</a> 很那啥的感觉。$u85041230&:西施舌~~这个名字威武！"
